sportsplayed, facilitycondition, postcode, objectid, suburbtown, facilityage
"Netball (indoor)",null,3250,2267,"ELLIMINYT",null
"Sailing",null,3233,2268,"APOLLO BAY",null
"Sailing",null,3250,2269,"COLAC",null
"Skating","4. Good",3233,2270,"APOLLO BAY","11 - 25 Years"
"Skating","4. Good",3250,2271,"COLAC","11 - 25 Years"
"Skating","2. Poor",3236,2272,"FORREST","11 - 25 Years"
"Soccer","3. Average",3250,2273,"COLAC","11 - 25 Years"
"Soccer","4. Good",3249,2274,"PIRRON YALLOCK","26 - 50 Years"
"Soccer (Indoor Soccer / Futsal)",null,3250,2275,"ELLIMINYT",null
"Squash / Racquetball","3. Average",3250,2276,"COLAC","11 - 25 Years"
"Squash / Racquetball","4. Good",3250,2277,"COLAC",null
"Surf Life Saving",null,3233,2278,"APOLLO BAY",null
"Surf Life Saving",null,3221,2279,"KENNETT RIVER",null
"Surf Life Saving",null,3221,2280,"WYE RIVER",null
"Swimming","4. Good",3250,2281,"COLAC","11 - 25 Years"
"Tennis (Indoor)",null,3250,2282,"ELLIMINYT",null
"Tennis (Outdoor)","4. Good",3233,2283,"APOLLO BAY","6 - 10 Years"
"Tennis (Outdoor)","3. Average",3233,2284,"APOLLO BAY","51 Years +"
"Tennis (Outdoor)","3. Average",3249,2285,"BARONGAROOK","26 - 50 Years"
"Tennis (Outdoor)","5. Very Good",3243,2286,"BARWON DOWNS","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3251,2287,"BEEAC","51 Years +"
"Tennis (Outdoor)","3. Average",3237,2288,"FERGUSON","51 Years +"
"Tennis (Outdoor)","1. Very Poor",3242,2289,"BIRREGURRA","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3239,2290,"CARLISLE RIVER",null
"Tennis (Outdoor)","3. Average",3250,2291,"COLAC","11 - 25 Years"
"Tennis (Outdoor)","4. Good",3250,2292,"COLAC","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3250,2293,"COLAC","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3250,2294,"COLAC","26 - 50 Years"
"Tennis (Outdoor)","1. Very Poor",3254,2295,"COROROOKE","51 Years +"
"Tennis (Outdoor)","4. Good",3250,2296,"ELLIMINYT","26 - 50 Years"
"Tennis (Outdoor)","5. Very Good",3236,2297,"FORREST","11 - 25 Years"
"Tennis (Outdoor)",null,3239,2298,"GELLIBRAND",null
"Tennis (Outdoor)","3. Average",3249,2299,"GERANGAMETE","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3238,2300,"JOHANNA","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3249,2301,"KAWARREN","51 Years +"
"Tennis (Outdoor)","3. Average",3234,2302,"KENNETT RIVER","51 Years +"
"Tennis (Outdoor)","1. Very Poor",3249,2303,"LARPENT","51 Years +"
"Tennis (Outdoor)","1. Very Poor",3238,2304,"LAVERS HILL","51 Years +"
"Tennis (Outdoor)","2. Poor",3235,2305,"PENNYROYAL","26 - 50 Years"
"Tennis (Outdoor)","2. Poor",3249,2306,"SWAN MARSH","26 - 50 Years"
"Tennis (Outdoor)",null,3250,2307,"COLAC",null
"Tennis (Outdoor)","4. Good",3243,2308,"WARNCOORT","11 - 25 Years"
"Tennis (Outdoor)",null,3249,2309,"WARRION",null
"Tennis (Outdoor)","2. Poor",3249,2310,"YEO","26 - 50 Years"
null,null,3264,2311,"TERANG",null
"Australian Rules Football","2. Poor",3266,2312,"COBDEN","51 Years +"
"Australian Rules Football","4. Good",3325,2313,"DERRINALLUM","6 - 10 Years"
"Australian Rules Football","5. Very Good",3260,2314,"CAMPERDOWN","51 Years +"
"Australian Rules Football","3. Average",3324,2315,"LISMORE","26 - 50 Years"
"Australian Rules Football","5. Very Good",3265,2316,"NOORAT",null
"Australian Rules Football","3. Average",3266,2317,"SIMPSON  ",null
"Australian Rules Football","5. Very Good",3361,2318,"SKIPTON","11 - 25 Years"
"Australian Rules Football","2. Poor",3264,2319,"TERANG","51 Years +"
"Australian Rules Football","3. Average",3268,2320,"TIMBOON","51 Years +"
"Badminton","5. Very Good",3260,2321,"CAMPERDOWN","0 - 5 Years"
"Badminton","3. Average",3264,2322,"TERANG","11 - 25 Years"
"Badminton","3. Average",3268,2323,"TIMBOON",null
"Basketball","5. Very Good",3260,2324,"CAMPERDOWN","0 - 5 Years"
"Basketball","4. Good",3266,2325,"COBDEN",null
"Basketball","3. Average",3264,2326,"TERANG","11 - 25 Years"
"Basketball","3. Average",3268,2327,"TIMBOON",null
"Cricket","3. Average",3260,2328,"CAMPERDOWN","26 - 50 Years"
"Cricket","3. Average",3260,2329,"CAMPERDOWN","26 - 50 Years"
"Cricket","2. Poor",3266,2330,"COBDEN","51 Years +"
"Cricket",null,3266,2331,"COBRICO",null
"Cricket","4. Good",3325,2332,"DERRINALLUM","6 - 10 Years"
"Cricket","4. Good",3265,2333,"ECKLIN SOUTH","26 - 50 Years"
"Cricket","5. Very Good",3260,2334,"CAMPERDOWN","51 Years +"
"Cricket","3. Average",3324,2335,"LISMORE","26 - 50 Years"
"Cricket","5. Very Good",3265,2336,"NOORAT",null
"Cricket","5. Very Good",3269,2337,"PORT CAMPBELL",null
"Cricket","3. Average",3269,2338,"PRINCETOWN","26 - 50 Years"
"Cricket","4. Good",3267,2339,"SCOTTS CREEK",null
"Cricket",null,3266,2340,"SIMPSON  ",null
"Cricket","5. Very Good",3361,2341,"SKIPTON","11 - 25 Years"
"Cricket",null,3264,2342,"TERANG",null
"Cricket","2. Poor",3264,2343,"TERANG","51 Years +"
"Cricket","3. Average",3268,2344,"TIMBOON","51 Years +"
"Croquet",null,3264,2345,"TERANG",null
"Cycling",null,null,2346,"CAMPERDOWN",null
"Cycling",null,null,2347,"CAMPERDOWN",null
"Cycling",null,null,2348,"TERANG",null
"Equestrian",null,3260,2349,"CAMPERDOWN",null
"Equestrian",null,3266,2350,"COBRICO",null
"Equestrian",null,3264,2351,"TERANG",null
"Equestrian",null,3267,2352,"SCOTTS CREEK",null
"Equestrian",null,3269,2353,"COORIEMUNGLE",null
"Fitness / Gymnasium Workouts","5. Very Good",3264,2354,"TERANG","0 - 5 Years"
"Fitness / Gymnasium Workouts",null,3268,2355,"TIMBOON",null
"Golf","3. Average",3260,2356,"CAMPERDOWN","26 - 50 Years"
"Golf","4. Good",3266,2357,"COBDEN","51 Years +"
"Golf","3. Average",3324,2358,"LISMORE","11 - 25 Years"
"Golf","4. Good",3361,2359,"SKIPTON",null
"Golf",null,3264,2360,"TERANG",null
"Golf","3. Average",3268,2361,"TIMBOON","51 Years +"
"Hockey",null,3268,2362,"TIMBOON",null
"Lawn Bowls","4. Good",3260,2363,"CAMPERDOWN","26 - 50 Years"
"Lawn Bowls",null,3260,2364,"CAMPERDOWN",null
"Lawn Bowls","3. Average",3324,2366,"LISMORE","26 - 50 Years"
"Lawn Bowls","4. Good",3361,2368,"SKIPTON",null
"Lawn Bowls",null,3264,2369,"TERANG",null
"Lawn Bowls","3. Average",3268,2370,"TIMBOON","51 Years +"
"Martial Arts","3. Average",3266,2371,"COBDEN",null
"Motor Sports","4. Good",3266,2372,"COBDEN","0 - 5 Years"
"Netball","4. Good",3266,2373,"COBDEN",null
"Netball","3. Average",3325,2374,"DERRINALLUM","11 - 25 Years"
"Netball","5. Very Good",3260,2375,"CAMPERDOWN","51 Years +"
"Netball","3. Average",3324,2376,"LISMORE","51 Years +"
"Netball","4. Good",3265,2377,"NOORAT",null
"Netball",null,3266,2378,"SIMPSON  ",null
"Netball","5. Very Good",3361,2379,"SKIPTON","0 - 5 Years"
"Netball","3. Average",3264,2380,"TERANG","0 - 5 Years"
"Netball","3. Average",3268,2381,"TIMBOON","51 Years +"
"Netball (Indoor)","5. Very Good",3260,2382,"CAMPERDOWN","0 - 5 Years"
"Netball (Indoor)","4. Good",3266,2383,"COBDEN",null
"Netball (Indoor)","3. Average",3264,2384,"TERANG","11 - 25 Years"
"Netball (Indoor)","3. Average",3268,2385,"TIMBOON",null
"Sailing",null,3325,2386,"DERRINALLUM",null
"Skating","4. Good",3260,2387,"CAMPERDOWN","11 - 25 Years"
"Skating","4. Good",3266,2388,"COBDEN","6 - 10 Years"
"Skating","4. Good",3269,2389,"PORT CAMPBELL","0 - 5 Years"
"Skating","5. Very Good",3266,2390,"SIMPSON  ","0 - 5 Years"
"Skating",null,3264,2391,"TERANG","6 - 10 Years"
"Skating",null,3268,2392,"TIMBOON","0 - 5 Years"
"Soccer","4. Good",3267,2393,"SCOTTS CREEK",null
"Soccer (Indoor Soccer / Futsal)","5. Very Good",3260,2394,"CAMPERDOWN","0 - 5 Years"
"Soccer (Indoor Soccer / Futsal)","3. Average",3264,2395,"TERANG","11 - 25 Years"
"Soccer (Indoor Soccer / Futsal)","3. Average",3268,2396,"TIMBOON",null
"Squash / Racquetball","5. Very Good",3324,2397,"LISMORE","0 - 5 Years"
"Squash / Racquetball","3. Average",3268,2398,"TIMBOON",null
"Surf Life Saving",null,3269,2399,"PORT CAMPBELL",null
"Swimming","3. Average",3260,2400,"CAMPERDOWN","51 Years +"
"Swimming","3. Average",3266,2401,"COBDEN","51 Years +"
"Swimming","4. Good",3324,2402,"LISMORE","51 Years +"
"Swimming","3. Average",3361,2403,"SKIPTON","51 Years +"
"Swimming","3. Average",3264,2404,"TERANG","51 Years +"
"Swimming","4. Good",3268,2405,"TIMBOON","51 Years +"
"Table Tennis","3. Average",3264,2406,"TERANG","11 - 25 Years"
"Tennis (Outdoor)","4. Good",3260,2407,"CAMPERDOWN",null
"Tennis (Outdoor)","4. Good",3266,2408,"COBDEN",null
"Tennis (Outdoor)","3. Average",3325,2409,"DERRINALLUM","11 - 25 Years"
"Tennis (Outdoor)","3. Average",3324,2410,"LISMORE","51 Years +"
"Tennis (Outdoor)","4. Good",3269,2411,"PORT CAMPBELL","11 - 25 Years"
"Tennis (Outdoor)",null,3269,2412,"PRINCETOWN",null
"Tennis (Outdoor)","4. Good",3267,2413,"SCOTTS CREEK",null
"Tennis (Outdoor)","3. Average",3266,2414,"SIMPSON  ",null
"Tennis (Outdoor)","3. Average",3361,2415,"SKIPTON",null
"Tennis (Outdoor)","3. Average",3264,2416,"TERANG","0 - 5 Years"
"Tennis (Outdoor)","3. Average",3268,2417,"TIMBOON","51 Years +"
"Volleyball","4. Good",3266,2418,"COBDEN",null
"Athletics",null,3175,2419,"DANDENONG",null
"Athletics","5. Very Good",3174,2420,"NOBLE PARK",null
"Australian Rules Football",null,3171,2421,"SPRINGVALE",null
"Australian Rules Football","4. Good",3174,2422,"NOBLE PARK NORTH",null
"Australian Rules Football","5. Very Good",3175,2423,"DANDENONG",null
"Australian Rules Football","3. Average",3170,2424,"MULGRAVE",null
"Australian Rules Football","4. Good",3173,2425,"KEYSBOROUGH",null
"Australian Rules Football","4. Good",3175,2426,"DANDENONG",null
"Australian Rules Football","4. Good",3173,2427,"KEYSBOROUGH",null
"Australian Rules Football","5. Very Good",3175,2428,"DANDENONG NORTH",null
"Australian Rules Football",null,3173,2429,"KEYSBOROUGH",null
"Australian Rules Football","5. Very Good",3174,2430,"NOBLE PARK",null
"Australian Rules Football","3. Average",3174,2431,"NOBLE PARK",null
"Australian Rules Football","5. Very Good",3171,2432,"SPRINGVALE","0 - 5 Years"
"Netball",null,3113,5183,"WARRANDYTE",null
"Shooting Sports",null,3171,2501,"SPRINGVALE",null
"Australian Rules Football","5. Very Good",3175,2433,"DANDENONG",null
"Badminton","4. Good",3174,2434,"NOBLE PARK",null
"Badminton","5. Very Good",3173,2435,"KEYSBOROUGH","11 - 25 Years"
"Baseball",null,3175,2436,"DANDENONG",null
"Basketball","5. Very Good",3175,2437,"DANDENONG NORTH",null
"Basketball","4. Good",3174,2438,"NOBLE PARK",null
"Basketball","5. Very Good",3173,2439,"KEYSBOROUGH","11 - 25 Years"
"BMX","5. Very Good",3175,2440,"DANDENONG","0 - 5 Years"
"Carpet Bowls","5. Very Good",3173,2441,"KEYSBOROUGH","11 - 25 Years"
"Cricket",null,3171,2442,"SPRINGVALE",null
"Cricket",null,3175,2443,"DANDENONG",null
"Cricket","4. Good",3174,2444,"NOBLE PARK NORTH",null
"Cricket","4. Good",3174,2445,"NOBLE PARK NORTH",null
"Cricket","5. Very Good",3173,2446,"KEYSBOROUGH","0 - 5 Years"
"Cricket","5. Very Good",3173,2447,"KEYSBOROUGH","0 - 5 Years"
"Cricket","5. Very Good",3175,2448,"DANDENONG",null
"Cricket","3. Average",3170,2449,"MULGRAVE",null
"Cricket",null,3802,2450,"ENDEAVOUR HILLS",null
"Cricket","4. Good",3173,2451,"KEYSBOROUGH",null
"Cricket","4. Good",3173,2452,"KEYSBOROUGH",null
"Cricket","4. Good",3175,2453,"DANDENONG",null
"Cricket","4. Good",3175,2454,"DANDENONG",null
"Cricket","2. Poor",3173,2455,"KEYSBOROUGH",null
"Cricket","4. Good",3173,2456,"KEYSBOROUGH",null
"Cricket","5. Very Good",3175,2457,"DANDENONG NORTH",null
"Cricket","5. Very Good",3175,2458,"DANDENONG NORTH",null
"Cricket",null,3173,2459,"KEYSBOROUGH",null
"Cricket","5. Very Good",3174,2460,"NOBLE PARK",null
"Cricket","5. Very Good",3174,2461,"NOBLE PARK","0 - 5 Years"
"Cricket","3. Average",3174,2462,"NOBLE PARK",null
"Cricket","3. Average",3174,2463,"NOBLE PARK",null
"Cricket","5. Very Good",3171,2464,"SPRINGVALE","0 - 5 Years"
"Tennis (Outdoor)",null,3105,5219,"BULLEEN",null
"Cricket","5. Very Good",3175,2465,"DANDENONG",null
"Cricket","5. Very Good",3175,2466,"DANDENONG",null
"Cricket","5. Very Good",3171,2467,"SPRINGVALE","0 - 5 Years"
"Cricket","4. Good",3174,2468,"NOBLE PARK NORTH",null
"Cricket (Indoor)",null,3171,2469,"SPRINGVALE",null
"Croquet","3. Average",3175,2470,"DANDENONG",null
"Cycling",null,3171,2471,"SPRINGVALE",null
"Equestrian",null,3197,2472,"PATTERSON LAKES",null
"Fitness / Gymnasium Workouts",null,3171,2473,"SPRINGVALE",null
"Fitness / Gymnasium Workouts","4. Good",3175,2474,"DANDENONG","11 - 25 Years"
"Fitness / Gymnasium Workouts",null,3175,2475,"DANDENONG",null
"Fitness / Gymnasium Workouts",null,3175,2476,"DANDENONG",null
"Fitness / Gymnasium Workouts",null,3175,2477,"DANDENONG",null
"Fitness / Gymnasium Workouts","5. Very Good",3174,2478,"NOBLE PARK","0 - 5 Years"
"Fitness / Gymnasium Workouts",null,3173,2479,"KEYSBOROUGH",null
"Fitness / Gymnasium Workouts",null,3171,2480,"SPRINGVALE",null
"Gaelic Football",null,3173,2481,"KEYSBOROUGH",null
"Golf",null,3175,2482,"BANGHOLME",null
"Golf",null,3173,2483,"KEYSBOROUGH",null
"Gymnastics",null,3175,2484,"DANDENONG SOUTH",null
"Gymnastics",null,3174,2485,"NOBLE PARK",null
"Hockey","5. Very Good",3175,2486,"DANDENONG",null
"Hockey","5. Very Good",3175,2487,"DANDENONG",null
"Lawn Bowls","5. Very Good",3171,2488,"SPRINGVALE",null
"Lawn Bowls","3. Average",3175,2489,"DANDENONG",null
"Lawn Bowls","3. Average",3175,2490,"DANDENONG",null
"Lawn Bowls",null,3175,2491,"DANDENONG",null
"Lawn Bowls","5. Very Good",3173,2492,"KEYSBOROUGH",null
"Lawn Bowls","5. Very Good",3174,2493,"NOBLE PARK",null
"Lawn Bowls",null,3175,2494,"BANGHOLME",null
"Motor Sports",null,3171,2495,"SPRINGVALE",null
"Netball","5. Very Good",3175,2496,"DANDENONG",null
"Netball","2. Poor",3173,2497,"KEYSBOROUGH",null
"Netball (Indoor)","5. Very Good",3173,2498,"KEYSBOROUGH","11 - 25 Years"
"Netball (Indoor)",null,3171,2499,"SPRINGVALE",null
"Rugby League","3. Average",3175,2500,"DANDENONG","51 Years +"
"Shooting Sports",null,3171,2502,"SPRINGVALE",null
"Skating","5. Very Good",3175,2503,"DANDENONG","0 - 5 Years"
"Soccer",null,3175,2504,"BANGHOLME",null
"Soccer","5. Very Good",3173,2505,"KEYSBOROUGH","0 - 5 Years"
"Soccer",null,3802,2506,"ENDEAVOUR HILLS",null
"Soccer",null,3802,2507,"ENDEAVOUR HILLS",null
"Soccer",null,3173,2508,"KEYSBOROUGH",null
"Soccer","5. Very Good",3175,2509,"DANDENONG","11 - 25 Years"
"Soccer",null,3170,2510,"MULGRAVE",null
"Soccer","4. Good",3175,2511,"DANDENONG",null
"Soccer","4. Good",3175,2512,"DANDENONG NORTH",null
"Soccer","5. Very Good",3171,2513,"SPRINGVALE","26 - 50 Years"
"Soccer","5. Very Good",3174,2514,"NOBLE PARK","0 - 5 Years"
"Soccer",null,3173,2515,"KEYSBOROUGH",null
"Soccer","4. Good",3174,2516,"NOBLE PARK",null
"Soccer",null,3171,2517,"SPRINGVALE",null
"Soccer","5. Very Good",3171,2518,"SPRINGVALE","0 - 5 Years"
"Soccer","4. Good",3174,2519,"NOBLE PARK NORTH",null
"Soccer (Indoor Soccer / Futsal)","5. Very Good",3173,2520,"KEYSBOROUGH","11 - 25 Years"
"Soccer (Indoor Soccer / Futsal)",null,3171,2521,"SPRINGVALE",null
"Softball",null,3802,2522,"ENDEAVOUR HILLS",null
"Squash / Racquetball","4. Good",3175,2523,"DANDENONG","11 - 25 Years"
"Squash / Racquetball",null,3175,2524,"DANDENONG",null
"Swimming","4. Good",3175,2525,"DANDENONG","11 - 25 Years"
"Swimming","5. Very Good",3174,2526,"NOBLE PARK","0 - 5 Years"
"Swimming",null,3173,2527,"KEYSBOROUGH",null
"Table Tennis",null,3175,2528,"DANDENONG",null
"Tennis (Indoor)",null,3171,2529,"SPRINGVALE",null
"Tennis (Indoor)","5. Very Good",3171,2530,"SPRINGVALE",null
"Tennis (Outdoor)",null,3175,2531,"DANDENONG",null
"Tennis (Outdoor)","4. Good",3174,2532,"NOBLE PARK NORTH",null
"Tennis (Outdoor)","5. Very Good",3171,2533,"SPRINGVALE",null
"Tennis (Outdoor)",null,3175,2534,"DANDENONG",null
"Tennis (Outdoor)","4. Good",3173,2535,"KEYSBOROUGH",null
"Cricket (Indoor)",null,3337,5657,"MELTON",null
"Tennis (Outdoor)","5. Very Good",3175,2536,"DANDENONG","11 - 25 Years"
"Tennis (Outdoor)","5. Very Good",3175,2537,"DANDENONG",null
"Tennis (Outdoor)","5. Very Good",3175,2538,"DANDENONG NORTH",null
"Tennis (Outdoor)","5. Very Good",3174,2539,"NOBLE PARK",null
"Tennis (Outdoor)",null,3174,2540,"NOBLE PARK",null
"Tennis (Outdoor)","5. Very Good",3174,2541,"NOBLE PARK","0 - 5 Years"
"Tennis (Outdoor)",null,3174,2542,"NOBLE PARK NORTH",null
"Tennis (Outdoor)",null,3171,2543,"SPRINGVALE",null
"Volleyball","5. Very Good",3175,2544,"DANDENONG NORTH",null
"Volleyball","5. Very Good",3173,2545,"KEYSBOROUGH","11 - 25 Years"
"Water Skiing",null,3175,2546,"BANGHOLME",null
null,null,3072,2547,"PRESTON",null
"Aerobics",null,3072,2548,"PRESTON",null
"Aerobics",null,3072,2549,"PRESTON",null
"Aerobics",null,3072,2550,"PRESTON",null
"Aerobics","4. Good",3070,2551,"NORTHCOTE","11 - 25 Years"
"Aerobics","4. Good",3073,2552,"RESERVOIR","11 - 25 Years"
"Aerobics",null,3073,2553,"KEON PARK",null
"Athletics","4. Good",3073,2554,"RESERVOIR","26 - 50 Years"
"Australian Rules Football","5. Very Good",3072,2555,"PRESTON","6 - 10 Years"
"Australian Rules Football","4. Good",3070,2556,"NORTHCOTE","26 - 50 Years"
"Australian Rules Football","5. Very Good",3073,2557,"RESERVOIR","26 - 50 Years"
"Australian Rules Football","4. Good",3073,2558,"RESERVOIR","26 - 50 Years"
"Australian Rules Football","3. Average",3073,2559,"RESERVOIR","51 Years +"
"Australian Rules Football","4. Good",3083,2560,"KINGSBURY","26 - 50 Years"
"Australian Rules Football","4. Good",3070,2561,"NORTHCOTE","26 - 50 Years"
"Australian Rules Football","3. Average",3078,2562,"FAIRFIELD","26 - 50 Years"
"Australian Rules Football","4. Good",3072,2563,"PRESTON","26 - 50 Years"
"Australian Rules Football","3. Average",3071,2564,"THORNBURY","26 - 50 Years"
"Australian Rules Football","3. Average",3072,2565,"PRESTON","26 - 50 Years"
"Australian Rules Football","3. Average",3072,2566,"WEST PRESTON","26 - 50 Years"
"Australian Rules Football","2. Poor",3072,2567,"PRESTON","26 - 50 Years"
"Badminton","5. Very Good",3073,2568,"RESERVOIR","6 - 10 Years"
"Baseball","3. Average",3070,2569,"NORTHCOTE","11 - 25 Years"
"Basketball","5. Very Good",3073,2570,"RESERVOIR","6 - 10 Years"
"Basketball","4. Good",3083,2571,"KINGSBURY","26 - 50 Years"
"Basketball","4. Good",3073,2572,"KEON PARK","26 - 50 Years"
"Beach Volleyball",null,3071,2573,"THORNBURY",null
"BMX","4. Good",3070,2574,"NORTHCOTE","11 - 25 Years"
"BMX","4. Good",3073,2575,"RESERVOIR","26 - 50 Years"
"BMX","4. Good",3073,2576,"RESERVOIR","26 - 50 Years"
"Boxing","4. Good",3083,2577,"KINGSBURY","26 - 50 Years"
"Boxing",null,3072,2578,"PRESTON",null
"Carpet Bowls","5. Very Good",3071,2579,"THORNBURY","6 - 10 Years"
"Carpet Bowls","4. Good",3073,2580,"KEON PARK","26 - 50 Years"
"Cricket","5. Very Good",3072,2581,"PRESTON","6 - 10 Years"
"Cricket","4. Good",3070,2582,"NORTHCOTE","26 - 50 Years"
"Cricket","3. Average",3083,2583,"BUNDOORA","26 - 50 Years"
"Cricket","1. Very Poor",3083,2584,"BUNDOORA","26 - 50 Years"
"Cricket","3. Average",3072,2585,"PRESTON","51 Years +"
"Cricket","4. Good",3072,2586,"PRESTON","51 Years +"
"Cricket","4. Good",3072,2587,"PRESTON","26 - 50 Years"
"Cricket","3. Average",3071,2588,"THORNBURY","51 Years +"
"Cricket","3. Average",3073,2589,"RESERVOIR","26 - 50 Years"
"Cricket","4. Good",3073,2590,"RESERVOIR","26 - 50 Years"
"Cricket","3. Average",3073,2591,"RESERVOIR","51 Years +"
"Cricket","4. Good",3083,2592,"KINGSBURY","26 - 50 Years"
"Cricket","4. Good",3073,2593,"RESERVOIR","26 - 50 Years"
"Cricket","4. Good",3071,2594,"THORNBURY","11 - 25 Years"
"Cricket","4. Good",3070,2595,"NORTHCOTE","26 - 50 Years"
"Cricket","3. Average",3078,2596,"FAIRFIELD","26 - 50 Years"
"Cricket","4. Good",3072,2597,"PRESTON","26 - 50 Years"
"Cricket","3. Average",3072,2598,"PRESTON","26 - 50 Years"
"Cricket","3. Average",3072,2599,"WEST PRESTON","26 - 50 Years"
"Cricket","2. Poor",3072,2600,"PRESTON","26 - 50 Years"
"Cricket (Indoor)",null,3071,2601,"THORNBURY",null
"Cycling","5. Very Good",3071,2602,"THORNBURY","6 - 10 Years"
"Cycling",null,3073,2603,"PRESTON",null
"Fitness / Gymnasium Workouts",null,3072,2604,"PRESTON",null
"Fitness / Gymnasium Workouts","5. Very Good",3073,2605,"RESERVOIR","6 - 10 Years"
"Fitness / Gymnasium Workouts",null,3072,2606,"PRESTON",null
"Fitness / Gymnasium Workouts",null,3072,2607,"PRESTON",null
"Fitness / Gymnasium Workouts","4. Good",3070,2608,"NORTHCOTE","11 - 25 Years"
"Fitness / Gymnasium Workouts","4. Good",3073,2609,"RESERVOIR","11 - 25 Years"
"Fitness / Gymnasium Workouts",null,3073,2610,"KEON PARK",null
"Golf","4. Good",3083,2611,"BUNDOORA","26 - 50 Years"
"Golf","3. Average",3071,2612,"THORNBURY","6 - 10 Years"
"Golf","2. Poor",3083,2613,"BUNDOORA","51 Years +"
"Gridiron","4. Good",3073,2614,"RESERVOIR","26 - 50 Years"
"Gymnastics","5. Very Good",3073,2615,"RESERVOIR","6 - 10 Years"
"Gymnastics",null,3070,2616,"NORTHCOTE",null
"Gymnastics",null,3070,2617,"NORTHCOTE",null
"Hockey","2. Poor",3073,2618,"RESERVOIR","26 - 50 Years"
"Inline Hockey",null,3073,2619,"RESERVOIR",null
"Lawn Bowls",null,3071,2620,"THORNBURY",null
"Lawn Bowls",null,3078,2621,"FAIRFIELD",null
"Lawn Bowls","4. Good",3071,2622,"THORNBURY","26 - 50 Years"
"Lawn Bowls","4. Good",3083,2623,"KINGSBURY","26 - 50 Years"
"Lawn Bowls",null,3073,2624,"RESERVOIR",null
"Lawn Bowls",null,3071,2625,"THORNBURY",null
"Netball","5. Very Good",3073,2626,"RESERVOIR","6 - 10 Years"
"Netball","4. Good",3072,2627,"PRESTON","26 - 50 Years"
"Netball","4. Good",3083,2628,"KINGSBURY","26 - 50 Years"
"Netball",null,3073,2629,"RESERVOIR",null
"Netball","3. Average",3071,2630,"THORNBURY","26 - 50 Years"
"Netball (Indoor)","5. Very Good",3073,2631,"RESERVOIR","6 - 10 Years"
"Netball (Indoor)",null,3071,2632,"THORNBURY",null
"Rugby Union","3. Average",3072,2633,"PRESTON","51 Years +"
"Skating","4. Good",3070,2634,"NORTHCOTE","11 - 25 Years"
"Skating","4. Good",3073,2635,"RESERVOIR","26 - 50 Years"
"Skating","4. Good",3073,2636,"RESERVOIR","26 - 50 Years"
"Soccer","5. Very Good",3072,2637,"PRESTON","6 - 10 Years"
"Soccer","4. Good",3073,2638,"RESERVOIR","26 - 50 Years"
"Soccer","1. Very Poor",3083,2639,"BUNDOORA","26 - 50 Years"
"Soccer","5. Very Good",3071,2640,"THORNBURY","6 - 10 Years"
"Soccer","3. Average",3073,2641,"RESERVOIR","26 - 50 Years"
"Soccer","2. Poor",3072,2642,"PRESTON","26 - 50 Years"
"Soccer","4. Good",3072,2643,"PRESTON","51 Years +"
"Soccer","3. Average",3071,2644,"THORNBURY","51 Years +"
"Soccer","3. Average",3073,2645,"RESERVOIR","26 - 50 Years"
"Soccer","4. Good",3073,2646,"RESERVOIR","26 - 50 Years"
"Soccer","4. Good",3071,2647,"THORNBURY","26 - 50 Years"
"Soccer","4. Good",3071,2648,"THORNBURY","11 - 25 Years"
"Soccer","3. Average",3072,2649,"WEST PRESTON","26 - 50 Years"
"Soccer (Indoor Soccer / Futsal)",null,3071,2650,"THORNBURY",null
"Softball","3. Average",3070,2651,"NORTHCOTE","11 - 25 Years"
"Squash / Racquetball",null,3073,2652,"KEON PARK",null
"Swimming","4. Good",3070,2653,"NORTHCOTE","11 - 25 Years"
"Swimming","4. Good",3073,2654,"RESERVOIR","11 - 25 Years"
"Ten Pin Bowling",null,3073,2655,"KEON PARK",null
"Tennis (Outdoor)",null,3072,2656,"PRESTON",null
"Tennis (Outdoor)","3. Average",3073,2657,"RESERVOIR","51 Years +"
"Tennis (Outdoor)","4. Good",3072,2658,"PRESTON","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3073,2659,"RESERVOIR","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3083,2660,"KINGSBURY","26 - 50 Years"
"Tennis (Outdoor)",null,3073,2661,"RESERVOIR",null
"Tennis (Outdoor)","4. Good",3070,2662,"NORTHCOTE","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3070,2663,"NORTHCOTE","11 - 25 Years"
"Tennis (Outdoor)",null,3070,2664,"NORTHCOTE",null
"Tennis (Outdoor)","3. Average",3072,2665,"PRESTON","51 Years +"
"Tennis (Outdoor)",null,3071,2666,"THORNBURY",null
"Tennis (Outdoor)","2. Poor",3072,2667,"PRESTON","26 - 50 Years"
"Volleyball","5. Very Good",3073,2668,"RESERVOIR","6 - 10 Years"
"Volleyball","4. Good",3073,2669,"KEON PARK","26 - 50 Years"
"Wheelchair Sports","5. Very Good",3073,2670,"RESERVOIR","6 - 10 Years"
null,null,3875,2671,"BAIRNSDALE",null
